pair_id	corpus	graph_view	branch_id	branch_title	descendant_id	descendant_title	descendant_normalized_title	ancestor_id	ancestor_title	ancestor_normalized_title	hop
enwiki-h4-0007	enwiki	category_dag	696763	Education	6895846	Balamory	balamory	12094024	Early_childhood_education	early childhood education	4
enwiki-h4-0008	enwiki	category_dag	865456	Energy	15722876	Carts	carts	12893848	Energetic_materials	energetic materials	4
enwiki-h4-0009	enwiki	category_dag	60023454	Entities	34625653	URL	url	60023454	Entities	entities	4
enwiki-h4-0010	enwiki	category_dag	697609	Government	33775486	Age_of_Enlightenment	age of enlightenment	697609	Government	government	4
enwiki-h4-0011	enwiki	category_dag	693555	History	50159885	Thanksgiving_(United_States)	thanksgiving (united states)	3287927	Days_of_the_week	days of the week	4
enwiki-h4-0012	enwiki	category_dag	1009209	Information	43314346	3D_printer_companies	3d printer companies	2978151	Information_systems	information systems	4
enwiki-h4-0013	enwiki	category_dag	700914	Knowledge	75983001	Algebraic_identities	algebraic identities	51600594	Decision-making	decision-making	4
enwiki-h4-0014	enwiki	category_dag	8017451	Language	1249335	Samoyedic_languages	samoyedic languages	8017451	Language	language	4
enwiki-h4-0015	enwiki	category_dag	2389032	Life	71710645	Deep_learning_software_applications	deep learning software applications	4289067	Computational_neuroscience	computational neuroscience	4
enwiki-h4-0016	enwiki	category_dag	691008	People	51107408	Biographical_graphic_novels	biographical graphic novels	691008	People	people	4
enwiki-h4-0017	enwiki	category_dag	691810	Philosophy	33070115	Ancient_physicists	ancient physicists	691810	Philosophy	philosophy	4
enwiki-h4-0018	enwiki	category_dag	695027	Politics	36981703	Hunger_relief_organizations	hunger relief organizations	695027	Politics	politics	4
enwiki-h4-0019	enwiki	category_dag	692694	Religion	76016008	Tarmidas	tarmidas	692694	Religion	religion	4
enwiki-h4-0020	enwiki	category_dag	691182	Science	82115954	INHIGEO_members	inhigeo members	691182	Science	science	4
enwiki-h4-0021	enwiki	category_dag	1633936	Society	45099010	Rural_communities_in_New_Brunswick	rural communities in new brunswick	1633936	Society	society	4
enwiki-h4-0022	enwiki	category_dag	696648	Technology	65639428	World_War_II_propaganda_radio_stations	world war ii propaganda radio stations	47642171	Science_and_technology	science and technology	4
enwiki-h4-0023	enwiki	category_dag	744728	Time	58297797	Saint_George's_Day	saint george's day	744728	Time	time	4
enwiki-h4-0024	enwiki	category_dag	48005914	Universe	18420851	Silver_objects	silver objects	48005914	Universe	universe	4
enwiki-h4-0025	enwiki	category_dag	737037	Behavior	74447671	Are_You_Afraid_of_the_Dark?_episode_redirects_to_lists	are you afraid of the dark? episode redirects to lists	910767	Sleep	sleep	4
enwiki-h4-0026	enwiki	category_dag	709243	Communication	35112647	Defunct_telecommunications_companies_of_the_United_Kingdom	defunct telecommunications companies of the united kingdom	709243	Communication	communication	4
enwiki-h4-0027	enwiki	category_dag	24980271	Concepts	1232310	Customer_experience	customer experience	24980271	Concepts	concepts	4
enwiki-h4-0028	enwiki	category_dag	47397287	Economy	77518733	National_Farmers'_Union_of_England_and_Wales_officials	national farmers' union of england and wales officials	937845	Employers'_organizations	employers' organizations	4
enwiki-h4-0029	enwiki	category_dag	696763	Education	71241614	Films_set_in_Columbia_University	films set in columbia university	696763	Education	education	4
enwiki-h4-0030	enwiki	category_dag	60023454	Entities	64473822	Defunct_airports_in_Finland	defunct airports in finland	9074974	Former_entities	former entities	4
enwiki-h4-0031	enwiki	category_dag	693800	Geography	70520026	Southern_Andean_Yungas	southern andean yungas	44465360	Geographical_zones	geographical zones	4
enwiki-h4-0032	enwiki	category_dag	697609	Government	17646733	Laws_of_Shabbat	laws of shabbat	697609	Government	government	4
enwiki-h4-0033	enwiki	category_dag	751381	Health	59772834	Ultra-distance_cyclists	ultra-distance cyclists	57502439	Physical_fitness	physical fitness	4
enwiki-h4-0034	enwiki	category_dag	693555	History	37964642	Disasters_in_Niue	disasters in niue	693555	History	history	4
enwiki-h4-0035	enwiki	category_dag	1009209	Information	76475541	People_named_in_the_Offshore_Leaks_report	people named in the offshore leaks report	16989227	Data	data	4
enwiki-h4-0036	enwiki	category_dag	700914	Knowledge	82274335	Directors_of_the_National_Institute_of_Allergy_and_Infectious_Diseases	directors of the national institute of allergy and infectious diseases	1395115	Research	research	4
enwiki-h4-0037	enwiki	category_dag	8017451	Language	36794168	Free_speech_synthesis_software	free speech synthesis software	14285085	Speech–language_pathology	speech–language pathology	4
enwiki-h4-0038	enwiki	category_dag	696790	Mass_media	71976569	Nazi_propaganda_radio	nazi propaganda radio	696790	Mass_media	mass media	4
enwiki-h4-0039	enwiki	category_dag	690747	Mathematics	63512391	People_from_Želino_Municipality	people from želino municipality	65542683	Statistical_regions	statistical regions	4
enwiki-h4-0040	enwiki	category_dag	696603	Nature	7481631	Mitochondrial_diseases	mitochondrial diseases	18835615	Natural_events	natural events	4
enwiki-h4-0041	enwiki	category_dag	691810	Philosophy	70704929	Bertrand_Russell_Professors_of_Philosophy	bertrand russell professors of philosophy	691810	Philosophy	philosophy	4
enwiki-h4-0042	enwiki	category_dag	1633936	Society	25412596	Linguistic_history_of_Pakistan	linguistic history of pakistan	4831571	Social_history	social history	4
enwiki-h4-0043	enwiki	category_dag	744728	Time	60506202	Burned_buildings_and_structures_in_China	burned buildings and structures in china	35054847	Disestablishments	disestablishments	4
enwiki-h4-0044	enwiki	category_dag	48005914	Universe	41044196	Dolmens_in_the_United_Kingdom	dolmens in the united kingdom	22037957	Physical_objects	physical objects	4
enwiki-h4-0045	enwiki	category_dag	693763	Academic_disciplines	76700750	Mathematics_curricula_in_the_United_States	mathematics curricula in the united states	76025994	Pedagogical_disciplines	pedagogical disciplines	4
enwiki-h4-0046	enwiki	category_dag	737037	Behavior	34607748	Bird_sonation	bird sonation	737037	Behavior	behavior	4
enwiki-h4-0047	enwiki	category_dag	709243	Communication	33710294	Music_sequencers	music sequencers	709243	Communication	communication	4
enwiki-h4-0048	enwiki	category_dag	24980271	Concepts	23787033	Epithets_of_Hecate	epithets of hecate	6596457	Classical_elements	classical elements	4
